id,title,minExp,skills
c746581a-a645-48ba-8569-62e604b53a88,"International Usability Supervisor",5,"{Postgres,TypeScript}"
6b07feb4-d929-40a6-875d-3ed1c736d9c5,"Legacy Integration Producer",2,"{React,Postgres}"
09d7284c-8700-4a10-b24c-5ddecb65f8fe,"District Optimization Associate",2,"{Node,TypeScript}"
6e22444d-e7d2-4905-94b3-195741125bf0,"Customer Research Architect",1,"{Postgres,TypeScript}"
8c5ff2ef-0206-4063-8c37-d534eb800b24,"District Research Planner",4,"{Postgres,TypeScript}"
f18f5fd2-89b3-441c-8206-76175cd8ae48,"Regional Data Producer",3,"{Node,TypeScript}"
a956f164-bc14-4d8d-9718-5ed7c725f449,"Corporate Applications Designer",1,"{TypeScript,React}"
2d7c1e86-4b7c-4f44-8793-4fd9536d36c4,"District Intranet Administrator",3,"{Postgres,TypeScript}"
cf40c4b0-96c4-4421-94d7-94c49e011d88,"Customer Metrics Facilitator",2,"{React,Postgres}"
a778e965-daed-4cd1-b8cd-8365e1b644a0,"Corporate Markets Specialist",4,"{Postgres,React}"
e0c2f09f-8ce1-4a0a-a199-1be5f34d78e4,"National Quality Producer",3,"{Postgres,Node}"
07dc1885-40bb-4b6f-8669-669b1f719ace,"Corporate Interactions Director",2,"{Node,TypeScript}"
da2ba66a-23bc-47f3-a3cd-1f436e22fcc2,"Regional Brand Producer",1,"{Node,Postgres}"
0ef9c4df-27ba-4762-a2d4-5e8bbcb0a539,"Lead Creative Liaison",4,"{Postgres,React}"
361b3a0f-c132-48c6-8481-819a42047b0f,"Investor Data Planner",2,"{React,Postgres}"
e68aa522-a9b4-4835-af53-2ad856d15055,"Direct Research Producer",2,"{TypeScript,Node}"
131cd804-e416-43d5-889c-adc23f3763fb,"Forward Markets Strategist",4,"{React,Postgres}"
8ae1deaf-db8c-4b01-b54e-f96670757482,"Chief Interactions Architect",3,"{Node,TypeScript}"
ffbd19b1-a720-4d04-9af2-c5f24feb58f4,"Investor Applications Specialist",5,"{Node,Postgres}"
df20b61a-c61d-41b3-b49a-2439f552c1b6,"Legacy Configuration Executive",1,"{TypeScript,Postgres}"
2caf0e33-8603-4654-9b4a-64ad8ccf44c9,"Product Paradigm Strategist",3,"{Postgres,TypeScript}"
7f8c9ea0-0e85-42fc-b742-d6b09da746a0,"Legacy Accountability Facilitator",3,"{Node,React}"
a0e65496-4726-4a4a-928e-69c65819fdf6,"National Quality Engineer",5,"{Node,TypeScript}"
773690b8-26a5-4750-9264-4b87df161e2a,"Regional Division Producer",3,"{Node,React}"
f890308f-7092-4a9e-ad2b-8b3a21b28223,"Dynamic Markets Consultant",5,"{TypeScript,Node}"
35d3f352-6365-44f8-a18d-c0e922f78eaa,"Principal Data Executive",5,"{Node,React}"
7fa4a811-a7c6-40e2-87e0-97c864f67963,"Direct Web Administrator",5,"{Node,TypeScript}"
3eb45216-3f62-49f6-99d1-2ac47ae1af2b,"Direct Quality Developer",5,"{React,Postgres}"
a070c333-c44c-4201-8808-0babfad3407f,"Regional Interactions Officer",5,"{TypeScript,Node}"
71cb9ef8-465c-4864-957f-b47dc1d0dd8b,"Corporate Configuration Manager",5,"{Node,React}"
71aae047-eb37-4047-8f79-c4850b282503,"Investor Creative Director",5,"{Node,React}"
df663350-cc8c-43d3-8ab5-0477daa58bb6,"Legacy Metrics Designer",1,"{React,Postgres}"
44ad80bb-9a0d-4e43-a2d9-37f4f4c382d7,"Legacy Integration Engineer",5,"{TypeScript,Node}"
561e5d4c-feb9-415f-a078-1dbf88424539,"Central Division Coordinator",1,"{Node,React}"
57921647-2569-451b-ae8f-3486be405b74,"Regional Accounts Director",1,"{TypeScript,Postgres}"
a25016b4-d1c1-4f16-8aba-98e03e9b62fc,"Product Data Executive",3,"{React,Node}"
803ce934-5a49-47a4-abc7-806522b8270a,"International Mobility Orchestrator",3,"{Postgres,Node}"
6fc2fd89-c39d-4ae7-9a33-565681dcd173,"Product Directives Administrator",4,"{React,TypeScript}"
0735f0fd-6890-4412-b3ec-0277aa2519a2,"Corporate Response Developer",3,"{React,Postgres}"
013f741f-f3dd-4f39-9c0b-d9f0124469e9,"Investor Division Director",3,"{React,Postgres}"
6d092860-c4c5-4958-bfc1-69eb77f5bc07,"Global Identity Director",3,"{React,TypeScript}"
1ee7ce69-c09d-4794-bdf0-fdbf6fb1e379,"Human Creative Administrator",3,"{TypeScript,Postgres}"
b844d29a-beea-416b-bb58-10ccd7120566,"Senior Directives Producer",5,"{Postgres,React}"
dbe46ad8-4607-468b-be9f-e3451aa42cf9,"Legacy Accounts Representative",5,"{Postgres,TypeScript}"
6a79c01f-4c0a-466f-a2f1-81e9a9930703,"Senior Research Liaison",1,"{TypeScript,React}"
38777a21-28eb-409d-925e-35339d20a214,"Chief Infrastructure Coordinator",1,"{Node,TypeScript}"
c0c23d93-6cfc-4801-ab8b-da20804b5810,"Corporate Web Administrator",5,"{React,TypeScript}"
9e48876a-9215-4c4a-97cf-86d1b5bd7c86,"Dynamic Mobility Consultant",4,"{Postgres,TypeScript}"
c0a625eb-7e39-48bd-913e-99c2dd9ef467,"Human Infrastructure Administrator",2,"{TypeScript,Node}"
dea25c0e-7a2c-43b8-b101-2f46fbb59934,"Human Factors Assistant",1,"{TypeScript,Node}"
de508488-4ec1-4710-ad44-f30cd780ade7,"Product Paradigm Strategist",5,"{Postgres,Node}"
332214e0-281e-4bcf-9d42-6e12edfb06d9,"Investor Infrastructure Developer",1,"{Node,React}"
6e44a6f4-3556-4895-ba13-f0fd7215684a,"Corporate Configuration Planner",3,"{Postgres,TypeScript}"
89e4b493-7a8f-46c3-ab3b-442a06717b52,"Global Group Officer",3,"{Node,TypeScript}"
4b224a9b-1558-428f-a8e2-aa8786711da0,"Product Solutions Officer",5,"{TypeScript,Postgres}"
02a4f65b-7f28-4204-96c7-d9ed9cdcd9be,"Lead Web Liaison",3,"{Postgres,Node}"
0392b13c-7079-4efe-bcbc-866342b715bd,"Lead Accountability Associate",2,"{Node,Postgres}"
b4a4c3b9-5037-467f-83eb-1693a44128db,"Corporate Web Planner",4,"{React,Node}"
764fd297-c4ef-46db-9368-021ed3b5668f,"Principal Communications Officer",5,"{Postgres,TypeScript}"
8dab319a-48dd-461f-93ef-ab92ac18e456,"Lead Directives Planner",5,"{TypeScript,Node}"
d387789f-9571-408c-b583-91478027ab31,"Corporate Interactions Administrator",1,"{Postgres,Node}"
b411b410-a9ba-41b6-b5cc-38fda4e26020,"National Identity Consultant",2,"{TypeScript,React}"
c365b644-99b8-41da-8487-ced6d814f2f6,"Global Mobility Architect",1,"{React,Node}"
bccfc3ed-4313-4d1a-afa4-aedce5215910,"National Factors Associate",2,"{TypeScript,React}"
a4722a20-a86c-46d7-b7b6-e197d4e6dc86,"Product Tactics Manager",4,"{TypeScript,React}"
1f1ff97d-68e5-4a59-860a-8721fc8a41af,"Central Intranet Engineer",3,"{TypeScript,Node}"
2e8cdf4b-6559-49db-a8e4-3e86faa1ad54,"Human Markets Analyst",2,"{Node,React}"
d898bf4a-7988-4dfe-b0a8-fa3e4003783b,"Internal Interactions Strategist",2,"{TypeScript,React}"
58c0c741-f8a9-4b44-b67e-43be96f729c4,"Principal Identity Planner",4,"{Postgres,React}"
4c4b7e8e-e229-42f1-9a02-af957e7512eb,"Human Markets Specialist",1,"{Node,React}"
613605d1-0ece-47a3-8191-ff752f18f02d,"Internal Communications Director",1,"{Node,React}"
3dd8dba5-f3a0-4e63-9233-0a11832b8ced,"Principal Security Architect",5,"{Postgres,TypeScript}"
290d3f2d-ea6e-49f1-8f1c-b76383281a55,"District Division Manager",4,"{TypeScript,Node}"
391141e2-dcb3-4a6d-b7b2-0ddc2490b670,"District Data Director",5,"{React,Postgres}"
1af10686-6ae3-479a-bf7e-2be2b736c569,"National Implementation Officer",4,"{Postgres,TypeScript}"
d08a4576-ffbd-4fb5-838f-2f67f3a79923,"Future Data Executive",1,"{Postgres,React}"
ccf3ec5a-d9c6-4c01-9d76-9e627292b405,"Future Directives Developer",1,"{TypeScript,Postgres}"
a7a8a7cb-1dc3-4809-8473-2a61d14fb6e7,"International Division Associate",1,"{TypeScript,Node}"
43e8228d-44a7-411b-90fc-aff47cdf9e07,"Product Identity Producer",1,"{TypeScript,React}"
d7bd09eb-4265-479c-8790-8acac2cee895,"Regional Optimization Orchestrator",5,"{Node,TypeScript}"
a32d565f-b3c9-46cb-b5a6-f9eb65d9f3a7,"Product Research Supervisor",2,"{TypeScript,Node}"
f3692528-6305-4081-86cf-466915ed8a48,"Corporate Security Director",4,"{TypeScript,React}"
12284cd2-a70a-4fd7-aa87-179e3c4eeb3b,"Human Data Facilitator",2,"{Node,React}"
73e01c1a-872d-40f7-84ab-c0bfc5769d67,"Direct Research Supervisor",3,"{Postgres,React}"
38969018-ce90-4115-8054-a1515c4b3b8f,"Principal Accounts Representative",4,"{TypeScript,React}"
8753a0d7-8f3a-411f-8e6e-ac3a0eea1dd9,"Central Operations Architect",2,"{Postgres,React}"
602abf1a-e176-4cc4-9c9e-715f1f299699,"Corporate Response Representative",2,"{Postgres,Node}"
c121dbfb-af55-4cb9-9db0-e48ecf65317e,"Customer Communications Facilitator",2,"{TypeScript,Node}"
b68872d9-83db-45d1-8dff-f590263a9a93,"Forward Brand Coordinator",5,"{React,TypeScript}"
c3e9e16e-2a9e-4856-a45b-f8cf2edc4af1,"Global Identity Consultant",3,"{React,Postgres}"
15bd1279-4923-4a6c-b362-b38a649be020,"National Quality Executive",2,"{Postgres,React}"
6053fc03-40bf-4f98-b0c5-7efaa789b47b,"Product Interactions Administrator",5,"{Node,Postgres}"
1ac89986-1acf-404a-94dc-434db882a7fa,"Investor Factors Liaison",1,"{Node,React}"
56227b20-fb93-4636-ac1f-0663c67769eb,"Global Creative Agent",3,"{Postgres,TypeScript}"
86cf07dc-be69-40de-87ad-89b45201015b,"National Marketing Executive",4,"{Postgres,Node}"
7c3108d0-486b-4d12-bfdc-af4de7b30bac,"Product Metrics Analyst",4,"{TypeScript,Node}"
35b8afb2-cd41-444a-a8b7-ed514a6cc722,"Central Accountability Strategist",3,"{TypeScript,Node}"
7b865114-b85b-4f0b-8be3-c4db85b0a0d9,"Direct Response Agent",5,"{React,TypeScript}"
3b10a321-1e96-4b1d-966d-daaf3fc2d78d,"Forward Accountability Producer",5,"{TypeScript,Postgres}"
6b6f65bf-9c69-4e14-9781-90348beb69c3,"Senior Factors Director",5,"{Node,Postgres}"
6c5db93b-2164-4edb-9d60-ef59acde8794,"Central Solutions Director",5,"{TypeScript,Postgres}"
2ab6b12c-49dc-4aa1-b924-b4bee9520581,"Lead Metrics Producer",5,"{React,Postgres}"
6cb75369-6421-467f-a092-95cec6ec0618,"Human Program Executive",3,"{Node,React}"
a6622a45-f4dd-47f5-ba6f-c4cd9d7b11af,"Investor Quality Planner",2,"{TypeScript,Postgres}"
bd1a171d-ad59-4037-b1e7-f9380fccff51,"Legacy Configuration Strategist",1,"{React,Node}"
1df406df-ebe2-4235-9636-52c4b1f79695,"Principal Interactions Assistant",2,"{React,Postgres}"
be51d764-b373-41dc-be92-59d6ea639c8a,"Product Assurance Representative",2,"{Node,Postgres}"
60c81162-29c2-4328-9451-70248a80aa35,"National Integration Planner",5,"{React,Postgres}"
67a4f517-e2b0-4318-99bf-57aa75d14be3,"Legacy Optimization Engineer",2,"{React,Postgres}"
0602251b-66ed-47de-a726-94c4e3e8e659,"Senior Accounts Planner",5,"{Postgres,React}"
2b21b536-7f47-4b01-aada-718f018d0036,"Central Data Engineer",1,"{React,Node}"
0c76fa53-e74b-430d-a70b-8beb0a8f2630,"Central Solutions Executive",1,"{Postgres,Node}"
42e8c5f0-e324-41ba-b9a2-73ef5dcd4c6b,"Investor Division Coordinator",5,"{Postgres,Node}"
3370b7d8-2103-4727-b9b9-60def35fc00b,"Forward Accounts Director",1,"{TypeScript,React}"
d4c0ee9f-22b5-481b-b426-08a30c926f24,"Lead Integration Officer",4,"{TypeScript,Node}"
a5684511-1211-4b60-b4a5-27f3e0d81aae,"International Functionality Assistant",5,"{Node,Postgres}"
164dbf27-3fde-454b-9a0c-4f278cf417d7,"Principal Response Planner",5,"{Node,Postgres}"
d2bdaf5c-002c-4de7-8b68-49c402c9ad7e,"Investor Operations Technician",5,"{TypeScript,Node}"
3e92b944-776c-4f64-8990-2bc7437965f6,"Dynamic Tactics Manager",1,"{TypeScript,Node}"
d723ce19-d079-4498-9fdd-1b0eb4fb6bf9,"Lead Metrics Administrator",3,"{React,Postgres}"
c15becf1-9d82-4653-bae0-86aa735010d5,"Lead Security Director",3,"{React,TypeScript}"
7d19f403-a741-4de5-9e9b-a5d501d05a54,"Legacy Paradigm Liaison",3,"{Node,TypeScript}"
e72afd0a-f323-48c2-8d23-c2f37b2a8734,"National Applications Planner",2,"{Node,Postgres}"
74eae95a-018d-419c-a137-44a39447d735,"Regional Division Consultant",3,"{React,Node}"
d519a84a-af33-425c-8703-885606d34804,"Investor Data Engineer",1,"{Postgres,Node}"
8afda522-8fa2-4fd3-a71a-30f965fba88a,"Corporate Infrastructure Architect",2,"{Postgres,TypeScript}"
1a5f0a39-f5be-4f6c-9ac5-4961494bbb5f,"Corporate Configuration Manager",2,"{React,TypeScript}"
b28edd5f-e033-47b1-969b-a7b05b5379ee,"Lead Identity Orchestrator",1,"{Node,TypeScript}"
154fbeca-461e-4c4c-8bbe-ea3d93f3eea2,"Product Intranet Agent",3,"{React,TypeScript}"
a77c6485-b919-49d0-afaa-6e2e5fc65d55,"International Optimization Engineer",2,"{React,Postgres}"
